recommend, date, review
Recommended,Posted: January 18| 2019,For Those Who TL:DRPros:- Vivid 1970's styles and visuals almost as if it was out of a Sci-Fi art book.- Procedurally generated worlds| far more then a person can possibly explore in a life time.- Great procedurally mixed music| performed by 65daysofstatic.- Can own up to 6 ships and a colossal capital ship with up to 30 escort frigates.- Exocraft for land and sea (don't have to always walk everywhere)- Base building - Co-op Play (up to 4 players)- Few bugs a seen as of this writing.Cons: - Not much story- Very repetitive structures- Side quests are largely repetitive.- Can't sell ships once you have the maximum (you can trade them for others though).- Game can feel a little bit repetitive at times.Ideas/Suggestions for the Developer:- The ability to sell ships- Build your own Space Station- Upgrade ships and freighter cargo in a discovered ship yard similar to how exo suits are upgraded.- Upgrades for the suit to survive space and be able to space walk with thrusters and magnet boots on freighters and frigates.- Discover procedurally generated tombs| pyramids| structures| monuments| dungeons| etc as well as the current monoliths. Just more diversity in structures to discover.- For wealthy systems| procedurally generated vast explorable cities with a massive space port maybe capable of landing freighters. And perhaps owning your own shop to sell resources and warehouses for those resources. Something else to do in between exploring.Review for those who read:No Man's Sky is a marvel of mathematic procedural engineering. The algorithm uses fractal formulas that are observed in the real world/universe. Texuring| models| music| everything running from a single procedural 16 bit seed (a phone number no less). With 18(10)^10 planets| spread across 255 galaxies| to visit. If you were to visit each planet| each second| it would take you 570|000|000|000 years| approximately 42 times the age of the universe. This is a big game| but I digress. This review isn't just about how technically impressive the game is. The art is vivid and colorful| all inspired by the art of Sci-Fi artists of the 70's and 80's| such as Ralph McQuarrie| Paul Lehr| Bob Eggleton| and John Berkey. The picturesque vistas| the styles of the ships| and the colorful nebula/gas clouds (even one system apparently is in an all blinding red gas cloud) inspire the need to explore. No Man's Sky is a procedurally generated sandbox where you explore solar systems and planets. It has a light story arc and generated side quests. NMS isn't scripted like many games and due to the vast scale scale of the universe no in game story could be big enough. Although it wouldn't hurt to have something like a 100 hour plot for the game but that would detract from what the game is actually about| exploration. Being basically an exploration sandbox| every planet is different and is generally a fresh new experience each time. NMS has a little bit for almost everyone. You can go after bounties| be a space pirate and attack freighters for resources| base building| economy play (no where near the extent of EVE) and co-op play. Despite the technical achievement| visuals| and exploration aspects. There are a few things that NMS falls short. Being procedural| the game can be very samey. Each planet will generate procedurally on a fractal formula which will fallow similar repeated patterns for most systems (I mean com'on| it's a planet| it's going to have creatures| plants| terrain| and a sky). No planet or star system is exactly the same but will always feel a little similar and familiar. A lot of the structures found on a planet's surface are largely the same| follow similar patterns and offer very little variety. I tend to feel a bit bored after a while seeing the same structures over and over again. I want to discover strange new alien structures explorable with treasures in them and see vast sprawling procedurally generated cities with massive space ports| which I'm surprised aren't added for wealthy systems. Regardless of the patterning for an average planet| there are planets with absurd if not drug induced  features. There are planets with floating land masses| vast oceans| strange objects scattered across the land| and in my experience I found a planet with pink landscape| a purple sky and nothing but dancing mushrooms as lifeforms. Also I found a planet that was nothing but a boiling| acidic| toxic ocean. Whatever you choose to get out of this game| whether it is to explore the vast number of systems| or attempt to travel to each galaxy. No Man's Sky is an overall great experience. Personally| I waited a while to get this game due to its rocky launch| but it has grown and changed since then.  The developer| Hello Games| is still adding free content and features. It's not quite it's $60 (USD) price tag but hopefully with future improvements and updates it will be worth so much more then that. As of now I recommend getting it on sale| as I did.
Not Recommended,Posted: September 20| 2016,I gave this game the benefit of the doubt. Unfortunately I gave it that benefit a little too long to refund| and I regret to say I regret that. I'd heard a lot of bad news by the beginning| but to be honest I wasn't looking for much in NMS I didn't think I could get better elsewhere (Star Citizen/Elite). What drew me to NMS anyway was character| or rather the character I expected. As much as I love space trader sims| I really wanted a space game to express the impression of scale and solitude provided by a good astronomy lecture or binge session of Cosmos| and I thought NMS might be the game to do it. Unfortunately life| sapient and otherwise| is so ubiquitous that even if it lived up to its perported diversity it couldn't manage to be awe inspiring. Contact with sapient life is guarenteed on a per system basis| and as such it's too common to be a respite from solitude and too bland to offer a sense of companionship if there had been solitude to begin with. There was a lot of potential in the language system| and I was and still am happy to see a space game finally address the language barrier. Very engaging stories could have been told with that system| even procedurally. Two individuals with virtually no similarities physically so much as culturally meet each other and are the only two individuals for lightyears? Perhaps the only two examples of biological life for lightyears? They speak with one another with clumsy and sloppy symbols if only to communicate an emotion for the first time in months? There really didn't have to be much. As it was| there was too much. To be honest some of the random building encounters could even begin to communicate that sense| but after the fifth in a few miles let alone a few light years| and with so little to learn about each of them| I just couldn't find much of a reason to keep looking.In conjunction with solitude| I expected scale. It's difficult to communicate scale without being extraordinarily boring; I understand that subject is difficult to approach| and that I have greater taste for long-haul flying than the average gamer. That said| there are a lot of stopgap measures that can go a long way to making a reasonably navicable universe feel as big as it really is. Elite is a good example of a lot of them. Having played both games| one of the things that works most in Elite's favor in that regard is the interstellar navigation system. In elite| star systems are spacially relevant to one another. You can even navigate between them in real time at high C numbers if you're patient. Generally you never end up flying between them in real time| but it's important to the sense of scale to know you can. It provides tangible evidence that the systems you visit are actual places| not just another set of planets in the same skybox. One of the simplest examples of such a measure is elite's hyperspace system| which you normally use for interstellar navigation. Ultiamtely| after all the technobabble| you teleport. You are| however| required to face your target to do so| and I've found that little rule means a lot more to a sense of tangibility than I ever expected. Unfortunately NMS falls victim to teleport syndrome| and visiting a new system doesn't feel so much like travel as it does a map switch. I really wanted NMS to be the game to satisfy the part of you that| when out camping somewhere| looks up at the Milky Way and knows that each point of light is as real a place as the ground you sit on| and that collectively| even as they comprise nearly all you can see from Earth| the lot of them are virtually negligable in the local group| which is in turn virtually negligable to Laniakea. I wanted the awe of looking at hubble deep field photos and understanding that those bright lights aren't stars| but galaxies. I never expected great gameplay from NMS| but I expected to feel small. I'm sorry to say that I didn't.Go mess around with Space Engine.
Recommended,Posted: October 30| 2018,Where do I begin? No Man's Sky was a big disappointment after its release but things have changed. I really love what they made out of it. They did not just throw it away like a hot potato and its actually decent. If it lives up to your expectations or not is for you to decide. But after all those updates| after all this content and after all the struggle the game and the developer went through I can say that this game has earned its place in my library and I've grown fond of it. The price might or might not be a deal breaker but keep in mind that the current updates are all free. No hiding behind paywalls and stuff which is a huge plus point. Currently downloading the "Abyss Update" lets see what it got. I'll be updating the review if there is something critical in my view. But currently? I'd say its not a bad game. Go grab it when its on sale. I doubt you are doing something wrong| but the worst you can do is to expect too much from it. Even if it does not fill your expectations for the moment| they are working hard for it to do so| so stop insulting the developers they are doing everything in their might to atone for what they have done.Edit: If you have trouble with the deep sea quest for the abyss| give it time. After a while of playing and doing a couple of quests it appeared all of a sudden.Edit: I hereby nominate No Man's Sky for the "Labor of Love" Award. They sure deserve it.
Recommended,Posted: September 18| 2018,No Man's Sky...is an exploration and crafting survival game. Waking up on an unknown planet with no memory of your past and a crashed spacecraft with cryptic or fragmentary information| you set out to survive the environment and explore the Euclid Galaxy one planet at the time| as you define your purpose. This review takes into all updates up until Visions.⚙ Game Description & Mechanics ⚙Gameplay is focused on gathering resources and crafting objects. You begin with a basic multitool and limited inventory space| and learn to mine for crafting material to fix your equipment and recharge your life-support and hazard protection shields. As you progress| you'll learn recipes to more advanced components to build devices| refine basic elements| craft equipment upgrades for your multitool| exosuit and spacecraft| and even build a base (or multiple bases).Much of No Man's Sky revolves around exploring and cataloguing all you discover. Scanning each mineral| flora and fauna found on each planet will identify the resource it supplies as well as give you Units (trade currency) for each you scan for the first time| while uploading them to the servers will give you Nanite Clusters (tech currency). Units can be used to purchase material and components from the Galactic Trade Network| as well as better multitools| spacecrafts and frigates. Nanite Clusters are used to purchase equipment blueprints and upgrade modules. As the galaxy is shared among all players| you get to name any system| planet| waypoint| animal or plant you're the first player to scan| forever leaving your mark in the game for the next player to fly by this system and land on the planet.Progression is done in multiple ways. After the introduction (which also serves as a tutorial)| you can follow the Path of Atlas which sets you to eventually reach the center of the galaxy. You may instead set your focus on the single-player campaign where you retrace the footsteps of another Traveller like you. Of course| you can ignore both options and advance at your own pace| finding alternative ways to unlock the game's content. For instance| you can unlock base building component blueprints from burried salvage technologies and from side-missions given to you by your in-base specialists. Once you have a freighter| your crew will give you missions for your fleet of frigates (which you send on exploration| trading or combat missions). Those seeking a bigger challenge can do all that in Survival or Permadeath modes.☺ What I enjoyed ☺It's hard to express just how much there is to do in this game! In the early game| your limited equipment and inventory space will force you to struggle through a slow progression| but the entry grind has a satisfaction of its own once you acquire additional cargo space to store spare consumable and specialized material| upgrade your multitool and exosuit with a variety of weapon modules| better shields| enhanced environmental protection and various specialized equipment. Once you accumulate a good reserve of Units| trading your spacecraft for a bigger| stronger or faster one will only accelerate the process.Base building is also very satisfying if you're into this. You can build anywhere| and the base's size cap is very high. The base can serve as headquarters with additional storage space| a farm to produce rare material| a gathering place for you and up to 3 of your friends (the base itself can be built as a team)| build racing tracks for use with your exocrafts (land vehicles you can| of course| build and upgrade!) and then upload it to the online servers or the Steam Workshop. Getting a freighter (from which you control your fleet and store multiple spacecrafts) serves as a mobile base of its own| part of which you can alter and build in to your liking.It's a gorgeous game| the constant updates since launch brought improvements to textures| procedural generation algorithms and overall graphical technology upgrades. The quantity of biomes allows quite the diversity: dry and dusty deserts| cold and icy snow plains| lush and humid forests| barren and rocky landscapes| foggy and poisonous fungal plains| to name a few| and I'm leaving out some of the most obscure| eccentric or over-the-top planets you can find in red star| green star and blue star systems. New creature types| from small to humongous| can be found on these| once again proceedurally-generated from head to toe| with actual per-planet coherence.☹ What bothered me ☹As mentioned before| it's a game about resource-gathering and crafting. This means a lot of grind| hour upon hour of mining and refining your resources. Want to build a huge base? Grind for building material. Want to make a lot of money? Grind for valuable resources. Want to survive a hostile environment? Grind for life support and environmental protection fuel. If you don't enjoy this kind of stuff| you will find it terribly tedious. The change of pace from story missions| base building missions and sidequest missions is limited as they can also feel very repetitive| even with the efforts made by the developers with the week-long community events.PvP and PvE combat mechanics| whether on the ground or in space| are less than optimal. The ingredients all appear to be there: various weapon types and grenades for ground| various weapon types and missiles for space| the run/strafe/jump mechanics| yet somehow it still feels off and doesn't even come close to games dedicated to either types of combat. So while you "can" be a pirate and fight frigates| or you "can" be a hunter fighting predators and sentinels| it's barely worth the trouble and seems to have been included as an afterthought. The single-player campaign is somewhat simple and feels like a goose chase of travelling from one location to another| grinding| digging or building specific upgrades to continue to the next clue. Learning the alien languages| one word at a time| has little payoff. Most of the galaxy lore| given through snippets of history found in monoliths or conversations with stationary NPCs| will feel superficial to anyone who doesn't want to do the roleplaying in his head. If you can't set your own objectives and strictly rely on the fun of exploring| you will start seeing repeating patterns in the procedural generation of planets' flora and fauna as soon as you've been on a couple of systems.My Verdict: ★★★★☆ - "Next on your list!"No Man's Sky isn't a space combat simulator| nor a sci-fi adventure: it is first and foremost an exploration and crafting survival game| in the veins of ARK: Survival Evolved (although the multiplayer isn't quite there| yet) and Subnautica. However| a lot of people are looking for a game that does just that. You'll find a lot to do| it isn't even humanly possible to discover the entire galaxy (even if all players worked together in an attempt to do so). With all the updates so far and those to come| it definitely delivers!P.S.: I was lucky enough to avoid the pre-launch hype| but I do understand the disappointment and frustration caused by Hello Games' marketing| promising features that wouldn't actually make it in the game until years from launch. And while I can appreciate the dedication of the team not to have run away with the money and actually delivering on their promises| I can't forget nor forgive that easily| and you can be sure I'll never pre-purchase anything this studio releases.—————————————————————————This was just my opinion.If you found this review helpful| please consider giving it a thumbs up| and feel free to check out more of my (purely opinionated) reviews.
Not Recommended,Posted: September 21| 2016,Sean Murray| thx you a lot.You taught me not to trust screenshots| videos and promises of developers before release of the game.You taught me not to buy something on prerelease to get some reward (especially that breaks the game)You taught me not to play game more than 2 hours to see| what else developers didn't include in the game.You taught me if game has a lot of bugs| crashes| FPS drops| bad optimization| localization - this is good reason to refund it| but not wait for fixes.You taught me never trust you and Hello games. I paid the price for this knowledge in full.
Recommended,Posted: June 26,Probably the biggest redemption in the videogame history.You have many things to craft and do right now| missions can get repetitive but for example| i spent 25h+ just building| expanding and upgrading my base. Played some co-op missions and free exploration which made it even more fun.I watched this video and 30 seconds after the video ended I bought the game| so If you have some doubts| give it a try.Definitely worth on sale.Thank you Hello Games.
Recommended,Posted: June 24| 2018,After arguably the most over-hyped and disappointing release of all time| the developers could have taken the money and run. But they didn't. They could have updated the game only through paid DLC. But they didn't. Instead| they have set themselves the task of realising what I assume was their original vision| before it was completely derailed by the hype train. And they are making it available to all buyers for free| including the upcoming multiplayer patch.The game itself still isn't perfect. Its grindy| somewhat simplistic and saddled with what is probably one of the worst inventory systems I have ever had the misfortune to use. At the same time though| it genuinely rewards exploration and doles out intriguing snippets of backstory across multiple plot threads. Together| these aspects prevent the game from sinking into a mire of generic procedural generation. There is always one more thing to do; build a new base| buy a new ship| visit a new planet type| craft a new item. Even after over a hundred hours I still haven't purchased a freighter. Rather than rush| I have whiled away the hours cruising between planets| seeing the sights and deciding how I want to shape the galaxy.HG have finally earned the asking price.EDIT: Since I reviewed this| there have been three major content updates| all free.
Recommended,Posted: January 14,Yes| I got this after watching the internet historian video.I wanted to buy this when it came out because I like the rest of the internet was hyped about it| but since I have a rule of not buying games in the first six month after they launch| I didn't and I was glad that I didn't because it was a mess and a disappointment. For a while I forgot about it and then the video came out that made me feel confident about the game and go buy it.This was not a mistake| the game is amazing| I never feel like I don't have anything to do| I don't feel like I'm grinding for stuff| I don't feel like what I'm doing is repetitive even when sometimes it is.There is always a sense of progression in the game| a sense of purpose and accomplishment.If it's just researching new tech to spec out your base or if it's chasing knowledge stones to learn an alien language to help you communicate with NPC's. Finding crashed ships to salvage and maybe melt for credits later. Discovering ancient ruins and temples. Exploring new and weird planets.I played 33 hours in 4 days| that's about all you need to know to buy this.Hello Games is an example of a studio that cares about the games they make and this game is a labor of love.
Not Recommended,Posted: October 28| 2016,The game creates the illusion that it is going somewhere for a few hours and then begins to become a grind... which works for a lot of titles. The grind can be welcome. Look at Minecraft| MMOs| Warframe and even games with ranked matches. People love to grind to improve| or collect or move forward. That is not what I am talking about when I talk about NMS.The grind in NMS is a grind without reason or goal. You simply exist to repeat the same pointless acts until you get bored... the reason there is such a tidal wave of rage is because you get sick of this 60+ dollar game extremely quickly.Pros: Reading up on the lore for the races is interesting.Cons: I didn't pay 60 dollars for a comic book length read about 3 alien races.Space combat is terrible and feels like it was never tested.Where are the goals?No end game.No mid game.Creatures are all frankenstein combinations of the same parts. Scanning birds is buggy and doesn't react fast enough. General advice is to just kill them and scam the corpse.Worlds are ugly and garish due random asset dumping without thought or care.It is designed to be a timesink and only a timesink. Your money is better spent elsewhere.If you absolutely feel the need to buy this| try to stop playing before 2 hours and really contemplate if it is worth keeping... they didn't put up a "we don't offer refunds outside of the rules" warning sticker on the store page for a while for no reason. This game looks and plays nothing like advertised and worse than that| barely functions as a game. Maybe if it sold for 20USD it could be justified... maybe. 1/10 refund simulator| stops working if you leave it on too long while googling when the fun is supposed to start.
Recommended,Posted: February 14,I have mixed feelings about this game. Yes| it is worth the money| i would recommend it| and i enjoyed most of my time spent playing it. The game was created by a very small team| a big point i kept in consideration while typing this. However| i feel compelled to bring up a few contraries and what it lacks.  When you first start| you are overwhelmed with everything in the game (objectives| features| scenery| amount of star systems to explore| etc). There is so much to do and you just jump in and try to do it all| and its exhilarating. But after you reach a certain point| you realize the game is somewhat empty and there's nothing left to do. Nothing in the game is challenging; no dangerous creatures| battles| or encounters that would even remotely make you ponder if you're in danger and need to use your brain. End-game crafting/building is achieved too quickly and making money/nanites becomes boringly easy.  To me| the storyline was bland| silly| and annoying. More times than not| i found myself trying to fast-click through all the unnecessary dialogue (dialogue to a story that lost my interest very quickly) so i could enjoy the rest of the game.  The sheer amount of star systems they made in this game is overwhelming and is a marvel that could set a new standard in the gaming industry. No one will be able to explore even a fraction of all of the star systems and each one is different. With that said| the catch is all of stars/planets are auto-generated and there's not nearly enough variety/variables in the generator to make each new star or planet you visit feel like its new| but just a mashup of content you've previously explored. With all said| i still recommend this game. It is worth the money. Breathtaking scenery all over. A game you can enjoy while relaxing. But there is no "game" in the game. There is very little challenge to it. Nothing in it will exercise your brain to think critically or inductively.
Not Recommended,Posted: October 9| 2016,No Man's Sky| one of the worst scams of the 21st century.-This game features 18 quintillion planets| they look the same and have the same glitches| resources and bugged creatures.-Aliens that have no meaning| besides having very slow paced conversations| they do nothing.-Space battles? They are a lie| the worst spacecraft vs spacecraft system I could have ever imagined.-Factions? They give you a minor discount on items| faction vs faction doesn't exist.-Survival? A pointless grind| the resource you need to survive is always nearby.-Adventure? More like exploration without any dangers.-Epic soundtrack? After 2 hours you will disable it and use your own music.-Achievements? Never before has earning achievements been annoying| they interrupt your gameplay.-Epic ending? It's the same as an empty box| there is nothing.-Reasons to buy this game?-No reason.
Recommended,Posted: June 14| 2019,Rough rough poor startoff to a game that could be endless and peaceful. Exploration done right(procedural generated planets|plants|critters|minerals and more). Trading done well(mining systems|manufacturing planets| power source planets| etc...)| Fleets built for fun(30 frigates max to do extra missions for you ) and to increase your economy and rare materials.   Personal starships.. rewarding(several different classes ranging from fighter| shuttle| haulers| exotics.    This is the sci fi game I've been wanting. Not exactly realistic| but "arcadey" enough for a casual. Spent 200hrs (currently plan for MOAR) and have an addiction to screenshots like no other. I had a steam friend that said this is the most screenshotiest game ever. I agree even tho screenshotiest isn't a word.
Recommended,Posted: August 12| 2017,Updated for No Man's Sky 1.5 NEXT:After launch| I waited quietly.They added bases| and I waited.They added vehicles| and I waited.They added a camera| which was silly but I liked it| and then I waited.Now Atlas Rises came out| I find myself READING to LEARN things about the LORE. I want to keep exploring because planets have CLASSES now. I fell into a cave that was filled with water. I flew over giant oceans and huge continents| and I haven't even ventured outside a starting solar system yet.With each update| the game becomes more like a first person Starbound and I LOVE IT.NEXT Update:YES. YES. GOOD SALESGEK ALMIGHTY YES.So I have to say| I'm a fan of all the changes. I do see this update still as a foundation tho| which many seem to gloss over. This sets up a solid Mulitplayer foundation. I can be a Gek. Solid new building mechanics. I can be a Gek. World Gen keeps getting better and better. I can be a Gek. Even better tweaked progression... AND I CAN COMMAND A FLEET OF FRIGATES WHILE BEING A GEK.
Recommended,Posted: July 25| 2018,No Man's Sky on release - >:(  No Man's Sky after a few updates - :|  No Man's Sky Next and multiplayer - :)
Recommended,Posted: July 18| 2018,Top 10 video game resurrection﻿
Recommended,Posted: July 25| 2018,Can we give this game a round of applause for one of the biggest redemptions in game history?
Recommended,Posted: April 12,In 2016 when No Man's Sky was launched| it was the biggest disappointment and now in 2020 the game is completely different.GOOD+Graphics+Gameplay+18 quintillion planets to explore+Space Open WorldAnd lastly| I want to congratulate the Hello Games for not abandoning this game and they managed to repair and restore it as it had to be from the beginning when it was launched.8.5/10 Must Play!I recommend to buy it at a big discount somewhere at 75-85%
Not Recommended,Posted: August 22| 2016,Let me preface everything by saying that I actually bought this game on impulse before watching the trailers.  I like space| I like exploration| some of the early reviews were positive| so I bought it.  I regret that impulsive decision.    Take it from a 5 year veteran of Eve: Online this game is BORING.  Imagine Eve minus the hordes of players trying to kill you| it's more boring than that.   There is supposed to be septillions of stars and planets generated| but their algorithm is poor. This results in maybe 12 different planet types and 30 animal species. I'm being very generous with the planets| for the most part they are just different colors with a different icon showing you what is killing you today. Now I wasn't expecting Spore like creature variety| but this is insulting. All of them look the same. There might be some slight variation between the crab like species trying to kill me| but I honestly couldn't tell. The entire game is far too easy| in my trek from the start to the center of the galaxy my shields dropped a total of maybe 10 times| I still don't know what the death screen looks like.   The interface is utterly terrible. You have to hold to click EVERYTHING. I cannot fathom a reason this has to be for literally EVERYTHING. The galaxy map is the single worst aspect of the UI| a rather galaring flaw for something that wants to do space exploration. The path to the center is utterly useless| as I got close to the center it literally got stuck in a dead end. It ignores your hyperdrive upgrades meaning it's course will take you through about a dozen short hops and then abruptly stop| while you can reach the end in one jump or infact go much futher. There is a total disconnect between "Distance from Center" and "Linear Distance"| 500ly for the former is about 1|500ly for the latter. You are down to luck for finding any particular location| even ones you've visited before.    The game play is more or less a resource grind| you land on a planet| shoot at a rock with a mining laser| you leave the planet to go shoot at a different rock. There are NPC| they are of three races| all of which just stand or sit alone in one place. They never do anything| you can talk to them and maybe get a blue print or something| but thats it| there is no personality| not even real interaction.  There was an Atlas quest line| that brought you to 10 admittedly rather spiffy looking space stations. Actually I lied| there are 4 rather spiffy looking space stations that are repeated a couple of times in no particular order. It starts no where and ends in a non ending. This may last you a couple of hours (or however long it takes you to realize the map system is trash and just jump to the end). But it pales in comparison to reaching the Galactic Center.  Thats the final insult| what happens at the center. I'll rant in a spoilerific manner after the next paragraph. Suffice to say if we reached the center and had a planet sized MIDDLE FINGER to explore| this would still be less of a ♥♥♥♥ YOU than what we got. Because at least the Flipping Bird of God would be an object of interest and discussion.    It was after I had played for a while that I went out and watched the trailers| holy ♥♥♥♥ I wanted to play that game| too bad it's not what I bought. I'm angry I wasted money buying this| I would have been furious if my expectations were that high. This isn't a case of a fandom hyping in a vacuum| the developers were outright lying to us. Not just in the trailers| but in the words they were speaking. ♥♥♥♥ this game. SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILER SPOILERYou start jumping to the center| the game silently says "nope"| plays prog rock as it holds the scroll backwards button on the map screen| fade to black and dumps you at the start of a new practically identical galaxy with all you stuff broken. I think it might even have gotten the color on my ship wrong. I can't tell because my game bugged out and put me in slow mo| and I was already fighting the urge to just toss my computer out a window. So no| you don't even get to see what is so shiny at the center of the universe| you just start over again.    Seriously ♥♥♥♥ this game.
Not Recommended,Posted: August 15| 2016,"A mile wide but an inch deep" was the title of Haedox's review| and a good one sentence summary of No Man's Sky. Since its release on PC| the amount of negative mobilization against the developer has been alarming| and overly harsh. However| behind the slandering and swinging punches there are some basic valid points. Two of which are that is was indeed released too early on PC| and it is overpriced. But for me| neither of these are why I'm not recommending the game at this time. The main issue with the game is in its DNA. Whilst being procedural allows for everything to be different| this randomness is still limited by the depth of its algorithms. Visit 1 planet and you've essentially seen all 18 Quintillion - Colours| animations| flora and fauna may be randomized| but it all starts to look roughly the same. You start to see the parameters set by the algorithms - eg. placement of objects and resources| max terrain elevation. And this problem with depth is not just aesthetic| it affects the biological and geographic complexity and interactivity - extreme temperature shifts should be reflected in the flora and fauna| life should spring up around pockets of liquid on barren planets| a two ton dinosaur shouldnt walk on the hind legs of a bird. Whilst randomness may seem like a great way of creating a whole universe| the reality is our own universe is anything but random - rather a series of interconnected and relative processes. This is what makes it interesting to discover| and what is lacking in the NMS approach. For a game that relies on exploration as a key motivator to play| I just don't feel like I'm discovering anything spectacular or original. The first three hours of the game were fantastic. Good premise - ship has crashed| needs repair. A new alien world to discover - your time on the first planet is really brilliant - taking in excellent sound design| strange plants| spotting your first creature. However once you arrive at your second| third| and fourth| you start to realise that the game's main incentive - to discover new worlds| simply doesn't hold up under the weight of procedural limitations. The interactions with aliens are entertainingly worded| but again| shallow and repetitive| as is resource collection and trade. These galactic duties are perhaps repetitive in reality| true| but where's the sense of danger in walking a few hundred meters to get that mineral| whilst the temperature is dropping 2 degrees a second? Where's the fear when you enter a planet's atmosphere| wondering if your ship will hold together? I can't really 'feel' that sense of exploration.These are my criticisms| and something that I hope can be resolved. Sean Murray had the very best of intentions for our collective experience in NMS| I sincerely believe that. and you can see them throughout his creation - however| I can't help but feel that the game would have been more interesting if it wasn't entirely procedural - A single star system| where getting to your home planet was key - each planet uniquely different| with bordered 'maps' like Destiny| rich with unique plant life and atmosphere. As a discovery and exploration game| that would have been incredible. It makes me long to relive that first thrilling walk along the lonely coast of Dear Esther.So should you buy the game? I will say this| make an assessment based on what I've mentioned in this review| but regardless of your decision| consider that the small team responsible wanted to build the game that WE wanted NMS to be| and perhaps they'll get there. But regardless| respect has to be paid for dreaming and aiming big.
Recommended,Posted: February 18,THE GAME:I Love this game| but it is not for the hard combat orientated gamer. You travel around the Galaxy discovering an endless amount of planets; do biological/geological/archaeological research; mine for resources; upgrade/modify your spacecraft| buy a fleet of them and also a fleet of freighters. You can take missions from the Space station in each system as well as other places. Build up your cash| so that you can upgrade your equipment and buy cool useful or decorative items. Base Building can be a major part of the game if you want it to. There are many players that spend hours designing and building their bases and a lot of them look incredible. You can furnish them and add technological equipment and consoles| that are usable and useful. Build in the sky| terrain and underwater. You can also have a land/underwater base hybrid along a shore line| even build in a large cave.. You can even tame and farm animals. Taming some animals gives you the ability to ride them.Storage facilities is a must have. You have storage in your space craft and freighters and terrain-based craft as well as your EVA suit. Manage your stock well as you might start running out of space| but there is plenty of storage available. At first you might think that you have more storage than what you need| but later you'll have to make decisions on what stock is most important to you. If you don't need it| sell it. You can always find it later if required. It varies depending on what mode you play the game in like Normal mode| Survivor mode or Really freakin' ultra hard mode.You have various ground based vehicles in which you can use to cruise the terrain and find resources to scan such as vegetation| minerals and fauna which in turn provide you with credits (cash). Mining valuable resources is also a cash-grabber. Various metals and minerals are also required for building| repairing| upgrading and surviving| not just selling.You can engage in warfare with pirates in space and Sentinals on the surface of planets or just ignore them if it's not your cup of tea. Fair warning though; if a sentinal or Pirate has it in for you| you either fight them or run; your choice.There are various missions and quests you can choose to do or not to do. You play the game the way you want to. You can take your time and explore or you can go head long into it and move through the game at a much quicker pace. Weather you choose to follow the story-line (sort of like a campaign) or do your own thing; you can.WHO WOULD LIKE THIS GAME?I recommend this to older players who just like to get home from work and relax for a while| cruising in space and checking out planets| building your base| mining or going on an adventure. For me it's a very zen like experience. If you are in your teens and like games where you are level 50 and like to destroy and pillage some poor dudes level 1 base while he's at work and take items which you don't need because you are beyond that point| then this game is not for you. Find something else.VRIf you have quality VR equipment| you might also want to check this game out. I don't play it in VR.  From the discussions that I have read on it; for some it is awesome and with others frustrating and below par. I guess it's all in the quality and compatibility of the VR software/hardware that you have. Best do your homework on it first before deciding to buy it purely for its VR capability.SMALL DOWNSIDEThe only downside is that it can sometimes feel a little repetitive. For me I don't care. I just go and play another game for a while| but I always seem to gravitate back to this game and carry on where I left off. It just depends on what sort of mood i'm in. Got to keep your options open I say.If you are playing the beta version of OSIRIS: NEW DAWN and like it| then I imagine you would like NMS as well.Visually it is stunning. Can't say much more about that part.MY RATING:  9/10
Recommended,Posted: May 14,No Man's Sky. A game whose launch was marred with controversy. In 2016| it seemed as though those who had pre-ordered or purchased the game had been tricked| backstabbed| and| quite possibly| bamboozled.Now| the game is a far cry from its release version. Multiplayer has been added with recent updates| as well as a wide swath of quality-of-life and gameplay updates. Had this been the game released four years ago| No Man's Sky would have had a much better release.This being said| I find the story to be quite lacking| and have spent the majority of my time building| exploring| and the like. In this regard| No Man's Sky is a must for those who enjoyed Subautica's base building and exploration aspects| with enough challenge to keep the game interesting but not terribly difficult.However| when I got the game| it was still selling for $60. In my not-so-humble opinion| that is a bit steep for this game| and so I bought it on sale for $30. On sale| this game is well worth the cost; elsewise| I would not purchase it.
Recommended,Posted: November 28| 2018,No Man's Sky had one of the roughest releases of any game I had ever seen. The game felt unfinished and hollow. It had extremely negative feedback and felt like a scam after all of the hype and buildup to those of us who preordered. These facts are what make this game so impressive today. After constant fixes| patches| and 12 huge free updates| this game is extraordinary and one of my favorites by far. And the free updates| which add dozens of hours of new content each| only keep coming. My hat is off to the amazing development team at Hello Games for listening to the community and showing that not all game developers are solely in it for the money. Thanks again for this wonderful masterpeice.
Not Recommended,Posted: August 23| 2016,This game has endless possiblities. Almost all of which are not featured in this game. I had a great time playing this game.For the first 8 hours and then it was just a grind. I just couldn't stop playing it. Mostly because I hoped for something awesome at the center. But there is literally nothing at the center.  It actually takes things away from you instead.I got all the achievements But| I still don't have all of the blueprints. Message Found| Message Already Learned This Game is great at wasting your time.18/18quintillion Would recommend tossing this game into a blackhole.
